source,job_title,company_name,job_location,job_type,category,salary_min,salary_max,salary_avg,salary_range,salary_currency,experience_required,education_required,skills_required,job_description
KhmerOnline,Inventory Clerk,Anz Garment,Phnom Penh,Contract,Manufacturing,219,666,442.5,447,USD,4,high school,physical fitness; safety; report writing; teamwork; khmer; inventory,"We are looking for a talented Inventory Clerk to join our team at ANZ Garment. The candidate will be responsible for contributing to our manufacturing operations in Phnom Penh. Required skills include: physical fitness, safety, report writing. Minimum 4 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
KhmerOnline,Risk Officer,Hattha Bank,Remote,Part-time,Banking & Finance,483,4843,2663,4360,USD,4,master,loan processing; english; customer service; khmer; credit analysis; risk management; bloomberg,"We are looking for a talented Risk Officer to join our team at Hattha Bank. The candidate will be responsible for contributing to our banking & finance operations in Remote. Required skills include: loan processing, english, customer service. Minimum 4 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
CamHR,Property Developer,Knight Frank Cambodia,Ratanakiri,Full-time,Real Estate,,,,,,1,bachelor,market research; communication; khmer; ms office,"We are looking for a talented Property Developer to join our team at Knight Frank Cambodia. The candidate will be responsible for contributing to our real estate operations in Ratanakiri. Required skills include: market research, communication, khmer. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Ai/Ml Engineer,Sabay Digital,Preah Vihear,Contract,Technology & It,,,,,,2,master,api development; javascript; mysql; php,"We are looking for a talented AI/ML Engineer to join our team at Sabay Digital. The candidate will be responsible for contributing to our technology & it operations in Preah Vihear. Required skills include: api development, javascript, mysql. Minimum 2 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Graphic Designer,Mango Media,Phnom Penh,Contract,Media & Marketing,,,,,,0,bachelor,facebook ads; english; video editing; photoshop; analytics; illustrator; content writing; canva,"We are looking for a talented Graphic Designer to join our team at Mango Media. The candidate will be responsible for contributing to our media & marketing operations in Phnom Penh. Required skills include: facebook ads, english, video editing. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Events Coordinator,Belmond La Résidence,Phnom Penh,Contract,Hospitality & Tourism,325,3940,2132.5,3615,USD,2,bachelor,chinese; f&b service; khmer; opera pms,"We are looking for a talented Events Coordinator to join our team at Belmond La Résidence. The candidate will be responsible for contributing to our hospitality & tourism operations in Phnom Penh. Required skills include: chinese, f&b service, khmer. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Microfinance Officer,Phillip Bank,Preah Vihear,Full-time,Banking & Finance,,,,,,2,master,risk management; excel; loan processing; customer service,"We are looking for a talented Microfinance Officer to join our team at Phillip Bank. The candidate will be responsible for contributing to our banking & finance operations in Preah Vihear. Required skills include: risk management, excel, loan processing. Minimum 2 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Ap/Ar Specialist,Ey Cambodia,Remote,Full-time,Accounting & Audit,349,4706,2527.5,4357,USD,4,bachelor,financial reporting; english,"We are looking for a talented AP/AR Specialist to join our team at EY Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Remote. Required skills include: financial reporting, english. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Early Childhood Educator,Norton University,Kampong Cham,Full-time,Education & Training,255,3637,1946,3382,USD,5,none,e-learning; curriculum design; lesson planning; english; khmer; ms office; classroom management,"We are looking for a talented Early Childhood Educator to join our team at Norton University. The candidate will be responsible for contributing to our education & training operations in Kampong Cham. Required skills include: e-learning, curriculum design, lesson planning. Minimum 5 year(s) of relevant experience required. Education: None degree or equivalent preferred."
BongThom,Full Stack Developer,Anz Royal,Phnom Penh,Freelance,Technology & It,,,,,,0,high school,docker; git; php; sql,"We are looking for a talented Full Stack Developer to join our team at ANZ Royal. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: docker, git, php. No experience required — training provided. Education: High School degree or equivalent preferred."
CamHR,Accountant,Grant Thornton,Phnom Penh,Full-time,Accounting & Audit,422,4883,2652.5,4461,USD,0,master,sage; excel; erp,"We are looking for a talented Accountant to join our team at Grant Thornton. The candidate will be responsible for contributing to our accounting & audit operations in Phnom Penh. Required skills include: sage, excel, erp. No experience required — training provided. Education: Master degree or equivalent preferred."
KhmerOnline,Cybersecurity Analyst,Smart Axiata,Remote,Contract,Technology & It,1099,14049,7574,12950,USD,7,PhD,mysql; api development; php; react; git; flutter; node.js,"We are looking for a talented Cybersecurity Analyst to join our team at Smart Axiata. The candidate will be responsible for contributing to our technology & it operations in Remote. Required skills include: mysql, api development, php. Minimum 7 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
BongThom,Recruiter,Hr Inc Cambodia,Kampot,Full-time,Human Resources,,,,,,1,bachelor,khmer; communication; english; conflict resolution; payroll; training; recruitment,"We are looking for a talented Recruiter to join our team at HR Inc Cambodia. The candidate will be responsible for contributing to our human resources operations in Kampot. Required skills include: khmer, communication, english. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Senior Accountant,Ey Cambodia,Siem Reap,Full-time,Accounting & Audit,,,,,,4,bachelor,sage; attention to detail; excel; khmer; erp; financial reporting; english; accounting standards,"We are looking for a talented Senior Accountant to join our team at EY Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Siem Reap. Required skills include: sage, attention to detail, excel. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Physiotherapist,Khema International,Mondulkiri,Full-time,Healthcare,326,5932,3129,5606,USD,2,master,english; empathy; emr systems; clinical assessment; first aid; patient care,"We are looking for a talented Physiotherapist to join our team at Khema International. The candidate will be responsible for contributing to our healthcare operations in Mondulkiri. Required skills include: english, empathy, emr systems. Minimum 2 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
